,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
148,fotografieren<eos>,3.0,670.0,875.0,1216.0,405.3333333333334,1.0,2.0,1.0
149,In,2.0,0.0,0.0,147.0,73.5,1.0,1.0,1.0
150,der,5.0,0.0,0.0,2031.0,406.2000000000001,1.0,4.0,1.0
151,homologen,18.0,0.0,0.0,6050.0,336.11111111111126,1.0,17.0,1.0
152,Rekombinationsreparatur,17.0,0.0,0.0,4611.0,271.2352941176469,1.0,16.0,1.0
153,veranlasst,10.0,0.0,0.0,2602.0,260.1999999999999,1.0,9.0,1.0
154,RecA,7.0,0.0,0.0,2545.0,363.57142857142867,1.0,6.0,1.0
155,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Verbindung,5.0,0.0,0.0,1047.0,209.39999999999992,1.0,4.0,1.0
157,mit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,einer,4.0,0.0,0.0,1199.0,299.75,1.0,3.0,1.0
159,Reihe,4.0,0.0,0.0,743.0,185.75,1.0,3.0,1.0
160,weiterer,5.0,0.0,0.0,882.0,176.39999999999998,1.0,4.0,1.0
161,Proteine,5.0,0.0,0.0,1534.0,306.8,1.0,4.0,1.0
162,die,5.0,0.0,0.0,659.0,131.80000000000007,1.0,4.0,1.0
163,Auflösung,6.0,0.0,0.0,1565.0,260.8333333333332,1.0,5.0,1.0
164,der,2.0,0.0,0.0,333.0,166.5,1.0,1.0,1.0
165,angehaltenen,7.0,0.0,0.0,2152.0,307.42857142857144,1.0,6.0,1.0
166,Replikationsgabel,23.0,0.0,0.0,5919.0,257.3478260869563,1.0,22.0,1.0
167,Kommt,7.0,0.0,0.0,1575.0,225.0,1.0,6.0,1.0
168,der,3.0,0.0,0.0,659.0,219.66666666666677,1.0,2.0,1.0
169,Replikationskomplex,19.0,0.0,0.0,4844.0,254.94736842105254,1.0,18.0,1.0
170,an,2.0,0.0,0.0,502.0,251.0,1.0,1.0,1.0
171,eine,2.0,0.0,0.0,427.0,213.5,1.0,1.0,1.0
172,schadhafte,5.0,0.0,0.0,1425.0,285.0,1.0,4.0,1.0
173,DNA-Stelle,6.0,0.0,0.0,1439.0,239.83333333333323,1.0,5.0,1.0
174,löst,4.0,0.0,0.0,413.0,103.25,1.0,3.0,1.0
175,er,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,sich,5.0,0.0,0.0,1613.0,322.6000000000002,1.0,4.0,1.0
177,und,2.0,0.0,0.0,500.0,250.0,1.0,1.0,1.0
178,überspringt,5.0,0.0,0.0,1419.0,283.80000000000007,1.0,4.0,1.0
179,den,1.0,0.0,0.0,137.0,137.0,1.0,0.0,0.0
180,Schaden,3.0,0.0,0.0,1136.0,378.66666666666663,1.0,2.0,1.0
181,um,1.0,0.0,0.0,219.0,219.0,1.0,0.0,0.0
182,an,2.0,203.0,203.0,778.0,389.0,1.0,1.0,1.0
183,anderer,4.0,232.0,232.0,943.0,235.75,1.0,3.0,1.0
184,Stelle,5.0,197.0,197.0,1064.0,212.80000000000013,1.0,4.0,1.0
185,fortzufahren<eos>,4.0,341.0,341.0,946.0,236.5,1.0,3.0,1.0
186,Es,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,entsteht,3.0,256.0,256.0,752.0,250.66666666666677,1.0,2.0,1.0
188,eine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Replikationslücke,10.0,292.0,1278.0,2517.0,251.69999999999987,1.0,9.0,1.0
190,im,3.0,174.0,174.0,353.0,117.66666666666661,1.0,2.0,1.0
191,Tochterstrang,8.0,188.0,941.0,2112.0,264.0,1.0,7.0,1.0
192,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,über,2.0,307.0,307.0,534.0,267.0,1.0,1.0,1.0
194,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Basen,2.0,434.0,434.0,876.0,438.0,1.0,1.0,1.0
196,umfassen,3.0,242.0,402.0,603.0,201.0,1.0,2.0,1.0
197,kann<eos>,1.0,156.0,156.0,156.0,156.0,1.0,0.0,0.0
198,Bei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,der,4.0,229.0,229.0,1218.0,304.5,1.0,3.0,1.0
200,rekombinatorischen,8.0,286.0,797.0,1942.0,242.75,1.0,7.0,1.0
201,Reparatur,4.0,205.0,383.0,1102.0,275.5,1.0,3.0,1.0
202,bindet,4.0,308.0,308.0,1112.0,278.0,1.0,3.0,1.0
203,das,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,RecA-Protein,6.0,232.0,232.0,1513.0,252.16666666666677,1.0,5.0,1.0
205,an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,die,4.0,0.0,0.0,1115.0,278.75,1.0,3.0,1.0
207,Einzelstrang-DNA-Enden,12.0,145.0,145.0,2986.0,248.83333333333323,1.0,11.0,1.0
208,links,3.0,222.0,222.0,940.0,313.33333333333326,1.0,2.0,1.0
209,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,rechts,2.0,288.0,288.0,313.0,156.5,1.0,1.0,1.0
211,der,3.0,0.0,0.0,671.0,223.66666666666677,1.0,2.0,1.0
212,Replikationslücke,8.0,293.0,544.0,1508.0,188.5,1.0,7.0,1.0
213,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,sucht,2.0,392.0,392.0,713.0,356.5,1.0,1.0,1.0
215,die,1.0,0.0,0.0,356.0,356.0,1.0,0.0,0.0
216,Schwesterchromatide,9.0,299.0,1355.0,2276.0,252.88888888888874,1.0,8.0,1.0
217,oder,3.0,245.0,245.0,717.0,239.0,1.0,2.0,1.0
218,das,3.0,303.0,303.0,780.0,260.0,1.0,2.0,1.0
219,homologe,4.0,359.0,359.0,1164.0,291.0,1.0,3.0,1.0
220,Chromosom,5.0,367.0,559.0,1286.0,257.1999999999999,1.0,4.0,1.0
221,nach,3.0,277.0,277.0,714.0,238.0,1.0,2.0,1.0
222,homologen,3.0,192.0,192.0,743.0,247.66666666666677,1.0,2.0,1.0
223,Sequenzen,5.0,311.0,702.0,968.0,193.60000000000005,1.0,4.0,1.0
224,ab<eos>,1.0,0.0,0.0,219.0,219.0,1.0,0.0,0.0
225,Ist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,eine,2.0,445.0,445.0,754.0,377.0,1.0,1.0,1.0
227,solche,2.0,302.0,302.0,524.0,262.0,1.0,1.0,1.0
228,Stelle,2.0,199.0,199.0,465.0,232.5,1.0,1.0,1.0
229,gefunden,2.0,236.0,236.0,459.0,229.5,1.0,1.0,1.0
230,dringt,2.0,0.0,0.0,355.0,177.5,1.0,1.0,1.0
231,der,1.0,291.0,291.0,291.0,291.0,1.0,0.0,0.0
232,Komplex,2.0,201.0,201.0,445.0,222.5,1.0,1.0,1.0
233,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,die,2.0,251.0,251.0,384.0,192.0,1.0,1.0,1.0
235,Doppelhelix,5.0,147.0,780.0,1175.0,235.0,1.0,4.0,1.0
236,ein,1.0,221.0,221.0,221.0,221.0,1.0,0.0,0.0
237,verdrängt,2.0,492.0,492.0,718.0,359.0,1.0,1.0,1.0
238,den,2.0,0.0,0.0,402.0,201.0,1.0,1.0,1.0
239,homologen,5.0,299.0,299.0,1546.0,309.2,1.0,4.0,1.0
240,und,1.0,0.0,0.0,174.0,174.0,1.0,0.0,0.0
241,bindet,5.0,235.0,568.0,1305.0,261.0,1.0,4.0,1.0
242,den,2.0,62.0,62.0,262.0,131.0,1.0,1.0,1.0
243,komplementären,4.0,358.0,705.0,1194.0,298.5,1.0,3.0,1.0
244,Strang<eos>,3.0,201.0,201.0,592.0,197.3333333333333,1.0,2.0,1.0
245,Dieser,3.0,258.0,258.0,791.0,263.6666666666668,1.0,2.0,1.0
246,dient,2.0,206.0,206.0,446.0,223.0,1.0,1.0,1.0
247,dann,1.0,0.0,0.0,249.0,249.0,1.0,0.0,0.0
248,als,2.0,149.0,149.0,434.0,217.0,1.0,1.0,1.0
249,Matrize,3.0,220.0,429.0,665.0,221.66666666666677,1.0,2.0,1.0
250,zum,1.0,0.0,0.0,289.0,289.0,1.0,0.0,0.0
251,Auffüllen,5.0,172.0,172.0,1032.0,206.39999999999992,1.0,4.0,1.0
252,der,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Replikationslücke<eos>,6.0,393.0,910.0,1643.0,273.8333333333332,1.0,5.0,1.0
254,Der,1.0,0.0,0.0,225.0,225.0,1.0,0.0,0.0
255,verdrängte,4.0,219.0,404.0,746.0,186.5,1.0,3.0,1.0
256,Strang,2.0,213.0,213.0,469.0,234.5,1.0,1.0,1.0
257,paart,2.0,388.0,388.0,654.0,327.0,1.0,1.0,1.0
258,sich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,mit,1.0,241.0,241.0,241.0,241.0,1.0,0.0,0.0
260,dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Strang,2.0,274.0,274.0,503.0,251.5,1.0,1.0,1.0
262,der,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,den,1.0,0.0,0.0,201.0,201.0,1.0,0.0,0.0
264,DNA-Schaden,3.0,232.0,555.0,779.0,259.6666666666668,1.0,2.0,1.0
265,aufweist<eos>,3.0,0.0,0.0,728.0,242.66666666666677,1.0,2.0,1.0
266,Durch,4.0,138.0,138.0,704.0,176.0,1.0,3.0,1.0
267,Endonuklease-Schnitte,10.0,305.0,2051.0,2621.0,262.10000000000014,1.0,9.0,1.0
268,und,1.0,0.0,0.0,238.0,238.0,1.0,0.0,0.0
269,anschließende,3.0,218.0,537.0,793.0,264.3333333333332,1.0,2.0,1.0
270,Ligation,5.0,240.0,877.0,2012.0,402.3999999999998,1.0,4.0,1.0
271,bilden,3.0,251.0,251.0,1126.0,375.33333333333337,1.0,2.0,1.0
272,sich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,letztendlich,5.0,266.0,854.0,1265.0,253.0,1.0,4.0,1.0
274,wieder,3.0,354.0,354.0,870.0,290.0,1.0,2.0,1.0
275,zwei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,komplette,3.0,243.0,243.0,640.0,213.3333333333333,1.0,2.0,1.0
277,Doppelhelices,7.0,282.0,1145.0,2125.0,303.57142857142856,1.0,6.0,1.0
278,aus<eos>,1.0,275.0,275.0,275.0,275.0,1.0,0.0,0.0
279,Zu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,beachten,4.0,455.0,455.0,1620.0,405.0,1.0,3.0,1.0
281,ist,2.0,0.0,0.0,402.0,201.0,1.0,1.0,1.0
282,dass,3.0,0.0,0.0,402.0,134.0,1.0,2.0,1.0
283,der,2.0,0.0,0.0,383.0,191.5,1.0,1.0,1.0
284,ursprüngliche,5.0,0.0,0.0,1079.0,215.80000000000013,1.0,4.0,1.0
285,DNA-Schaden,3.0,0.0,0.0,1124.0,374.66666666666663,1.0,2.0,1.0
286,bei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,dieser,3.0,0.0,0.0,709.0,236.33333333333323,1.0,2.0,1.0
288,Reparatur,2.0,0.0,0.0,453.0,226.5,1.0,1.0,1.0
289,nicht,2.0,0.0,0.0,529.0,264.5,1.0,1.0,1.0
290,behoben,2.0,0.0,0.0,607.0,303.5,1.0,1.0,1.0
291,wird,2.0,0.0,0.0,385.0,192.5,1.0,1.0,1.0
292,sondern,3.0,0.0,0.0,703.0,234.33333333333323,1.0,2.0,1.0
293,nur,1.0,0.0,0.0,136.0,136.0,1.0,0.0,0.0
294,die,2.0,0.0,0.0,476.0,238.0,1.0,1.0,1.0
295,Lücke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Tochterstrang<eos>,2.0,251.0,251.0,943.0,471.5,1.0,1.0,1.0
298,In,1.0,0.0,0.0,206.0,206.0,1.0,0.0,0.0
299,Hefen,4.0,302.0,302.0,1246.0,311.5,1.0,3.0,1.0
300,und,1.0,164.0,164.0,164.0,164.0,1.0,0.0,0.0
301,höheren,2.0,283.0,283.0,620.0,310.0,1.0,1.0,1.0
302,Eukaryoten,4.0,299.0,1167.0,1167.0,291.75,1.0,3.0,1.0
303,ist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,dieses,2.0,273.0,273.0,461.0,230.5,1.0,1.0,1.0
305,System,1.0,197.0,197.0,197.0,197.0,1.0,0.0,0.0
306,in,1.0,219.0,219.0,219.0,219.0,1.0,0.0,0.0
307,ähnlicher,2.0,194.0,194.0,338.0,169.0,1.0,1.0,1.0
308,Form,1.0,85.0,85.0,85.0,85.0,1.0,0.0,0.0
309,ebenfalls,4.0,140.0,360.0,671.0,167.75,1.0,3.0,1.0
310,vorhanden<eos>,1.0,959.0,959.0,959.0,959.0,1.0,0.0,0.0
311,Wurzeln,4.0,251.0,251.0,1232.0,308.0,1.0,3.0,1.0
312,entziehen,2.0,0.0,0.0,926.0,463.0,1.0,1.0,1.0
313,dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Boden,2.0,134.0,134.0,583.0,291.5,1.0,1.0,1.0
315,Wasser,2.0,252.0,252.0,450.0,225.0,1.0,1.0,1.0
316,aber,1.0,251.0,251.0,251.0,251.0,1.0,0.0,0.0
317,sie,1.0,0.0,0.0,160.0,160.0,1.0,0.0,0.0
318,nehmen,1.0,303.0,303.0,303.0,303.0,1.0,0.0,0.0
319,auch,1.0,0.0,0.0,167.0,167.0,1.0,0.0,0.0
320,essenzielle,3.0,300.0,447.0,671.0,223.66666666666677,1.0,2.0,1.0
321,Mineralstoffe,2.0,246.0,246.0,456.0,228.0,1.0,1.0,1.0
322,auf<eos>,1.0,224.0,224.0,224.0,224.0,1.0,0.0,0.0
323,Böden,3.0,212.0,212.0,869.0,289.66666666666674,1.0,2.0,1.0
324,sind,1.0,258.0,258.0,258.0,258.0,1.0,0.0,0.0
325,heterogen,4.0,387.0,387.0,1285.0,321.25,1.0,3.0,1.0
326,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,weisen,5.0,184.0,422.0,887.0,177.39999999999998,1.0,4.0,1.0
328,Unterschiede,3.0,288.0,288.0,856.0,285.33333333333326,1.0,2.0,1.0
329,auf,1.0,0.0,0.0,202.0,202.0,1.0,0.0,0.0
330,kleinem,4.0,305.0,439.0,889.0,222.25,1.0,3.0,1.0
331,Raum,1.0,0.0,0.0,255.0,255.0,1.0,0.0,0.0
332,auf<eos>,1.0,194.0,194.0,194.0,194.0,1.0,0.0,0.0
333,Wurzeln,2.0,275.0,275.0,539.0,269.5,1.0,1.0,1.0
334,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,durch,2.0,381.0,381.0,589.0,294.5,1.0,1.0,1.0
336,den,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Boden,2.0,248.0,248.0,532.0,266.0,1.0,1.0,1.0
338,wachsen,2.0,373.0,373.0,544.0,272.0,1.0,1.0,1.0
339,können,2.0,221.0,221.0,415.0,207.5,1.0,1.0,1.0
340,auf,2.0,200.0,200.0,389.0,194.5,1.0,1.0,1.0
341,Regionen,2.0,229.0,229.0,355.0,177.5,1.0,1.0,1.0
342,treffen,2.0,457.0,457.0,775.0,387.5,1.0,1.0,1.0
343,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,sich,1.0,279.0,279.0,279.0,279.0,1.0,0.0,0.0
345,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Wasser-,2.0,316.0,316.0,670.0,335.0,1.0,1.0,1.0
347,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Mineralstoffgehalt,5.0,268.0,523.0,1247.0,249.3999999999999,1.0,4.0,1.0
